WELL_NAME,TIME_STAMP,WHP,WHT_F,WC_FRAC,GOR,PIP,FREQUENCY,power_factor,pump_eff,motor_eff,cable_loss_V,Q_POWER_EQ_UNCALIBRATED,ANALYST_CALIB_FACTOR,Q_ANALYST_CALIBRATED,Q_LIQ_ALLOCATED,Q_OIL_ALLOCATED,Q_WATER_ALLOCATED,Q_GAS_ALLOCATED_MMSCFD
M-80 ST,2018-11-14 09:59:59.980,950,185,0.4,200.0,1823.9,42,0.8,0.35,0.8,230,631.994425150762,0.942721705672616,670.3934165808187,652.1255664794877,391.2753398876926,260.8502265917951,0.0782550679775385
M-80 ST,2018-11-14 10:29:59.975,950,185,0.43,200.0,1823.9,42,0.8,0.35,0.8,230,633.4619044661276,0.9275566285388016,682.9360978898214,665.6178195790634,379.4021571600661,286.2156624189973,0.0758804314320132
M-80 ST,2018-11-14 10:59:59.970,950,185,0.42,200.0,1823.9,42,0.8,0.35,0.8,230,632.8427465267087,0.9311756963874112,679.6169068650363,662.0718614004246,384.0016796122463,278.0701817881784,0.0768003359224492
M-80 ST,2018-11-14 11:29:59.965,950,185,0.45,200.0,1823.9,42,0.8,0.35,0.8,230,635.4393765929657,0.9233836123253676,688.1640177615144,671.0796418276412,369.0938030052027,301.9858388224385,0.0738187606010405
M-80 ST,2018-11-14 11:59:59.960,950,185,0.42,200.0,1823.9,42,0.8,0.35,0.8,230,634.2082828345522,0.9217883973241372,688.0193813196149,671.0796418276412,389.226192260032,281.8534495676093,0.0778452384520063
M-80 ST,2018-11-14 12:29:59.955,950,185,0.39,200.0,1823.9,42,0.8,0.35,0.8,230,633.3321840723595,0.9231537473970772,686.0527684127393,669.0410388888504,408.1150337221988,260.92600516665163,0.0816230067444397
M-80 ST,2018-11-14 12:59:59.950,950,185,0.4,200.0,1823.9,42,0.8,0.35,0.8,230,632.0230358585951,0.9159018699922704,690.0554050227335,673.5923384731279,404.1554030838768,269.4369353892512,0.0808310806167753
M-80 ST,2018-11-14 13:29:59.945,950,185,0.43,200.0,1823.9,42,0.8,0.35,0.8,230,633.561069735025,0.9313226370048622,680.2809730605928,662.7062043200227,377.74253646241294,284.9636678576098,0.0755485072924826
M-80 ST,2018-11-14 13:59:59.940,950,185,0.42,200.0,1823.9,42,0.8,0.35,0.8,230,634.6968870586156,0.9271858767934956,684.5411507491895,667.2144097915879,386.984357679121,280.23005211246686,0.0773968715358242
M-80 ST,2018-11-14 14:29:59.935,950,185,0.42,200.0,1823.9,42,0.8,0.35,0.8,230,633.7196786104884,0.9372261706358548,676.1651546504997,658.1979988484576,381.7548393321054,276.4431595163522,0.076350967866421
M-80 ST,2018-11-14 14:59:59.930,950,185,0.45,200.0,1823.9,42,0.8,0.35,0.8,230,635.3910439408983,0.9329265098939588,681.0729861381258,663.3405764973148,364.8373170735232,298.5032594237917,0.0729674634147046
