GATHERING_CENTER,WELL_NAME,TEST_DATE_TIME,PUMP_MANUFACTURER,PUMP_SERIES_NAME,PUMP_MODEL,CANONICAL_MODEL,NUMBER_OF_STAGES,INSTALL_TOP_DEPTH_FT,CUMULATIVE_RUN_LIFE_DAYS,DAYS_FROM_INSTALLATION,PIP_PSIG,PDP_PSIG,DELTA_P_PSI,WHP_PSIG,WHT_DEG_F,FREQUENCY_HZ,SPEED_RATIO_RF,WATER_CUT_PCT,RESERVOIR_FORMATION,WATER_SALINITY_PPM,WATER_SG,FLUID_GRADIENT_PSI_FT,STAGE_DYNAMIC_HEAD_FT,NORMALIZED_HEAD_60HZ_FT,B_O_RBSTB,B_LIQ_RBSTB,RS_SCFBBL,Q_DOWNHOLE_RBPD,RAW_DOWNHOLE_ERROR_BPD,RAW_DOWNHOLE_PE_PCT,ACTUAL_LIQUID_RATE_STBD,Q_PURE_RAW_STBD,Q_PURE_SURF_STBD,RESIDUAL_ERROR_BPD,PERCENT_ERROR_PCT,ABS_PERCENT_ERROR_MAPE,BIAS_DIRECTION,QC_PASS_TELEMETRY,QC_PASS_POSITIVE_LIFT,QC_PASS_MIN_LIFT,QC_PASS_MIN_FREQ,QC_PASS_WATER_CUT,QC_5_GATES_PASS,IS_ACTIVE_CURRENT_RUN,QUALIFIED_5QC_CLEAN_ACTIVE,TEST_VALIDITY_STATUS,SCREENING_REASON_DETAIL
GC-31,SA-0173_T,2021-12-31 08:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-1383.6,2619.0,,,376.0,154.0,50.0,0.8333,92.0,Mauddud (MA),137779.0,1.0958,0.4745,,,1.1848,1.0332,350.0,,,,2139.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=2619.0, PDP=nan)"
GC-31,SA-0173_T,2022-03-18 08:45,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-1306.6,2640.0,,,420.0,151.0,50.0,0.8333,90.4,Mauddud (MA),137779.0,1.0958,0.4729,,,1.1848,1.0358,350.0,,,,2182.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=2640.0, PDP=nan)"
GC-31,SA-0173_T,2022-12-07 08:00,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-1042.6,2209.0,3881.0,1672.0,313.0,160.0,50.0,0.8333,92.0,Mauddud (MA),137779.0,1.0958,0.4745,23.18,33.38,1.1848,1.0332,350.0,2289.1,-705.9,-23.57,2995.0,2215.6,2215.6,-779.4,-26.02,26.02,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1042.6)
GC-31,SA-0173_T,2023-03-15 08:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-944.6,,,,372.0,164.0,50.0,0.8333,92.5,Mauddud (MA),137779.0,1.0958,0.4751,,,1.1477,1.0296,262.5,,,,3153.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0173_T,2023-06-29 07:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-838.6,,,,358.5,160.8,50.0,0.8333,92.2,Mauddud (MA),137779.0,1.0958,0.4747,,,1.1477,1.03,262.5,,,,2952.7,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0173_T,2023-12-05 08:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-679.6,,,,188.0,78.0,50.0,0.8333,0.0,Mauddud (MA),137779.0,1.0958,0.3786,,,1.1477,1.1477,262.5,,,,113.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0173_T,2024-02-08 08:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-614.6,,,,441.0,158.0,50.0,0.8333,91.6,Mauddud (MA),137779.0,1.0958,0.4741,,,1.1477,1.0307,262.5,,,,2910.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0173_T,2024-09-06 09:00,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-403.5,2521.0,3899.0,1378.0,372.0,158.0,50.0,0.8333,93.3,Mauddud (MA),137779.0,1.0958,0.4759,19.05,27.43,1.1848,1.031,350.0,2403.4,-169.6,-6.59,2573.0,2331.0,2331.0,-242.0,-9.41,9.41,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -403.5)
GC-31,SA-0173_T,2025-02-14 21:00,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,0.0,-242.0,2567.0,3699.0,1132.0,173.0,122.0,50.0,0.8333,89.3,Mauddud (MA),137779.0,1.0958,0.4717,15.79,22.74,1.1848,1.0376,350.0,2484.6,-320.4,-11.42,2805.0,2394.5,2394.5,-410.5,-14.63,14.63,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -242.0)
GC-31,SA-0173_T,2025-11-02 08:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,18.4,18.4,863.0,3435.0,2572.0,211.0,124.0,46.0,0.7667,92.3,Mauddud (MA),137779.0,1.0958,0.4748,35.63,60.61,1.0972,1.0259,138.0,1173.9,628.9,115.39,545.0,1144.2,1144.2,599.2,109.94,109.94,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0173_T,2026-04-26 10:00,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,152,7300.0,193.5,193.5,866.0,3465.0,2599.0,246.0,121.0,46.0,0.7667,92.2,Mauddud (MA),137779.0,1.0958,0.4747,36.02,61.28,1.0974,1.026,138.5,1114.6,591.6,113.12,523.0,1086.3,1086.3,563.3,107.71,107.71,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0174_T,2021-03-29 08:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1735.9,,3249.0,,216.0,157.0,50.0,0.8333,84.8,Mauddud (MA),137779.0,1.0958,0.467,,,1.1477,1.0394,262.5,,,,2396.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=3249.0)"
GC-31,SA-0174_T,2021-12-31 09:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1458.9,,,,217.6,157.3,50.0,0.8333,74.5,Mauddud (MA),137779.0,1.0958,0.4563,,,1.1477,1.0526,262.5,,,,2463.6,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0174_T,2022-07-26 19:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1251.4,1751.0,3414.0,1663.0,243.0,151.0,55.0,0.9167,87.8,Mauddud (MA),137779.0,1.0958,0.4702,20.81,24.76,1.1697,1.0383,314.8,2695.7,315.7,13.26,2380.0,2596.3,2596.3,216.3,9.09,9.09,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1251.4)
GC-31,SA-0174_T,2022-08-05 04:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1242.1,1875.0,3345.0,1470.0,113.0,152.0,50.0,0.8333,86.0,Mauddud (MA),137779.0,1.0958,0.4683,18.47,26.6,1.181,1.0425,341.3,2418.3,-907.7,-27.29,3326.0,2319.6,2319.6,-1006.4,-30.26,30.26,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1242.1)
GC-31,SA-0174_T,2022-08-25 07:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1221.9,1605.0,3344.0,1739.0,228.0,160.0,50.0,0.8333,84.5,Mauddud (MA),137779.0,1.0958,0.4667,21.92,31.57,1.1568,1.0412,284.2,2325.5,-665.5,-22.25,2991.0,2233.5,2233.5,-757.5,-25.33,25.33,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1221.9)
GC-31,SA-0174_T,2022-12-18 08:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1106.9,1430.0,3358.0,1928.0,259.0,159.0,51.0,0.85,84.0,Mauddud (MA),137779.0,1.0958,0.4662,24.33,33.67,1.1417,1.0395,248.2,2329.0,-422.0,-15.34,2751.0,2240.5,2240.5,-510.5,-18.56,18.56,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1106.9)
GC-31,SA-0174_T,2023-02-24 09:00,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-1038.9,1425.0,3408.0,1983.0,295.0,158.0,53.0,0.8833,89.5,Mauddud (MA),137779.0,1.0958,0.4719,24.72,31.68,1.1413,1.0327,247.1,2462.7,-444.3,-15.28,2907.0,2384.6,2384.6,-522.4,-17.97,17.97,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1038.9)
GC-31,SA-0174_T,2023-07-09 10:45,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-903.8,1165.0,3359.0,2194.0,226.0,161.0,53.0,0.8833,90.3,Mauddud (MA),137779.0,1.0958,0.4728,27.3,34.99,1.1201,1.0297,195.3,2390.9,-273.1,-10.25,2664.0,2321.9,2321.9,-342.1,-12.84,12.84,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -903.8)
GC-31,SA-0174_T,2023-11-22 06:45,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-768.0,1260.0,3441.0,2181.0,297.0,156.0,53.0,0.8833,88.4,Mauddud (MA),137779.0,1.0958,0.4708,27.25,34.93,1.1277,1.0325,214.0,2392.2,-1356.8,-36.19,3749.0,2316.9,2316.9,-1432.1,-38.2,38.2,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -768.0)
GC-31,SA-0174_T,2024-05-22 10:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-585.8,1252.0,3408.0,2156.0,238.0,171.0,53.0,0.8833,87.5,Mauddud (MA),137779.0,1.0958,0.4698,26.99,34.59,1.127,1.0334,212.4,2399.9,-597.7,-19.94,2997.6,2322.4,2322.4,-675.2,-22.52,22.52,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -585.8)
GC-31,SA-0174_T,2024-12-01 07:30,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-392.9,1518.0,3470.0,1952.0,291.0,161.0,53.0,0.8833,88.5,Mauddud (MA),137779.0,1.0958,0.4709,24.38,31.25,1.1492,1.0349,266.2,2471.8,-440.2,-15.12,2912.0,2388.5,2388.5,-523.5,-17.98,17.98,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -392.9)
GC-31,SA-0174_T,2025-03-19 08:45,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,0.0,-284.9,1293.0,3412.0,2119.0,257.0,160.0,53.0,0.8833,90.3,Mauddud (MA),137779.0,1.0958,0.4728,26.37,33.8,1.1304,1.0307,220.6,2417.4,-547.6,-18.47,2965.0,2345.4,2345.4,-619.6,-20.9,20.9,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -284.9)
GC-31,SA-0174_T,2026-02-02 18:00,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,35.5,35.5,1456.0,3618.0,2162.0,448.0,152.0,47.0,0.7833,87.6,Mauddud (MA),137779.0,1.0958,0.47,27.06,44.1,1.1439,1.0354,253.5,1912.8,286.8,17.64,1626.0,1847.5,1847.5,221.5,13.62,13.62,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0174_T,2026-05-07 08:15,REDA (Schlumberger),538/540 Series (REDA S),S2000N,S2000N,170,7100.0,129.1,129.1,1462.0,3551.0,2089.0,359.0,152.0,47.0,0.7833,96.5,Mauddud (MA),137779.0,1.0958,0.4792,25.64,41.79,1.1444,1.0244,254.7,1971.0,326.0,19.82,1645.0,1924.1,1924.1,279.1,16.97,16.97,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0176ST1_T,2026-05-02 11:30,Alkhorayef (ACC),400 Series (ACC WD),WD-1000MF,WD-1000,264,5800.0,42.9,42.9,798.0,1886.0,1088.0,151.0,114.0,52.0,0.8667,11.7,Mauddud (MA),137779.0,1.0958,0.3908,10.54,14.03,1.0925,1.084,126.1,1411.6,227.6,19.22,1184.0,1302.2,1302.2,118.2,9.98,9.98,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0187H_T,2021-01-02 08:00,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1022.1,1022.1,0.0,,,631.0,123.0,40.0,0.6667,6.0,Mauddud (MA),137779.0,1.0958,0.3849,,,1.1477,1.14,262.5,,,,968.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=0.0, PDP=nan)"
GC-31,SA-0187H_T,2021-04-20 05:30,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1130.0,1130.0,,,,719.0,123.0,40.0,0.6667,28.0,Mauddud (MA),137779.0,1.0958,0.4078,,,1.1477,1.1119,262.5,,,,883.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2021-11-10 09:45,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1334.2,1334.2,,,,533.0,126.0,40.0,0.6667,30.3,Mauddud (MA),137779.0,1.0958,0.4102,,,1.1477,1.109,262.5,,,,817.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2022-03-02 08:00,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1446.1,1446.1,2463.0,,,362.0,128.0,40.0,0.6667,32.9,Mauddud (MA),137779.0,1.0958,0.4129,,,1.1848,1.1306,350.0,,,,1087.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=2463.0, PDP=nan)"
GC-31,SA-0187H_T,2022-06-04 07:30,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1540.1,1540.1,0.0,,,353.0,128.0,40.0,0.6667,40.0,Mauddud (MA),137779.0,1.0958,0.4203,,,1.1477,1.0966,262.5,,,,1014.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=0.0, PDP=nan)"
GC-31,SA-0187H_T,2022-09-26 08:00,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1654.1,1654.1,,,,401.0,129.0,40.0,0.6667,41.0,Mauddud (MA),137779.0,1.0958,0.4214,,,1.1477,1.0953,262.5,,,,980.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2023-02-09 08:15,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1790.1,1790.1,,,,396.0,119.0,40.0,0.6667,36.4,Mauddud (MA),137779.0,1.0958,0.4166,,,1.1477,1.1012,262.5,,,,895.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2023-05-30 08:00,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,1900.1,1900.1,,,,356.0,130.0,40.0,0.6667,49.4,Mauddud (MA),137779.0,1.0958,0.4301,,,1.1477,1.0846,262.5,,,,1265.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2023-11-07 12:15,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2061.3,2061.3,,,,347.0,128.0,40.0,0.6667,52.6,Mauddud (MA),137779.0,1.0958,0.4335,,,1.1477,1.0805,262.5,,,,906.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2024-03-22 08:15,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2197.1,2197.1,,,,372.0,132.0,40.0,0.6667,34.9,Mauddud (MA),137779.0,1.0958,0.415,,,1.1477,1.1031,262.5,,,,982.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2024-08-09 08:15,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2337.1,2337.1,,,,363.0,136.0,40.0,0.6667,53.2,Mauddud (MA),137779.0,1.0958,0.4341,,,1.1477,1.0798,262.5,,,,1028.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2025-01-09 08:30,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2490.1,2490.1,,,,379.0,135.0,40.0,0.6667,62.5,Mauddud (MA),137779.0,1.0958,0.4438,,,1.1477,1.0679,262.5,,,,993.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2025-08-26 08:30,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2719.1,2719.1,,,,258.0,127.0,40.0,0.6667,62.4,Mauddud (MA),137779.0,1.0958,0.4437,,,1.1477,1.068,262.5,,,,809.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-0187H_T,2025-12-06 08:15,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2821.1,2821.1,0.0,,,330.0,118.0,40.0,0.6667,66.5,Mauddud (MA),137779.0,1.0958,0.448,,,1.1477,1.0628,262.5,,,,820.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=0.0, PDP=nan)"
GC-31,SA-0187H_T,2026-03-09 18:45,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,2914.6,2914.6,0.0,0.0,0.0,354.0,131.0,40.0,0.6667,64.1,Mauddud (MA),137779.0,1.0958,0.4455,,,1.1477,1.0658,262.5,,,,855.0,,,,,,,True,False,False,True,True,False,True,False,3. FAILED_ZERO_NEGATIVE_LIFT,"Failed Gate 2: Negative/Zero Lift (PDP=0.0 <= PIP=0.0, dP=0.0 psi)"
GC-31,SA-0187H_T,2026-07-25 08:00,Borets,400 Series (Borets WFT-400),B400-1050 OLD,B400-1050,314,6050.0,3052.1,3052.1,0.0,0.0,0.0,301.0,143.0,40.0,0.6667,67.5,Mauddud (MA),137779.0,1.0958,0.449,,,1.1477,1.0615,262.5,,,,792.0,,,,,,,True,False,False,True,True,False,True,False,3. FAILED_ZERO_NEGATIVE_LIFT,"Failed Gate 2: Negative/Zero Lift (PDP=0.0 <= PIP=0.0, dP=0.0 psi)"
GC-31,SA-0189_T,2021-02-08 08:30,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,0.0,-343.3,1274.0,3167.0,1893.0,235.3,110.8,50.0,0.8333,39.6,Mauddud (MA),137779.0,1.0958,0.4199,15.49,22.31,1.1288,1.0857,216.8,1315.7,820.3,165.58,495.4,1211.8,1211.8,716.4,144.61,144.61,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -343.3)
GC-31,SA-0189_T,2022-01-31 08:30,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,13.7,13.7,480.0,,,128.0,124.0,50.0,0.8333,44.8,Mauddud (MA),137779.0,1.0958,0.4253,,,1.0713,1.0483,71.0,,,,833.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=480.0, PDP=nan)"
GC-31,SA-0189_T,2022-05-12 08:15,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,114.7,114.7,391.0,3193.0,2802.0,147.4,108.7,50.0,0.8333,54.3,Mauddud (MA),137779.0,1.0958,0.4352,22.12,31.86,1.0659,1.041,56.6,1093.9,-168.1,-13.32,1262.0,1050.8,1050.8,-211.2,-16.74,16.74,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2022-08-16 08:15,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,210.7,210.7,529.0,3043.0,2514.0,258.0,138.0,50.0,0.8333,59.7,Mauddud (MA),137779.0,1.0958,0.4409,19.6,28.23,1.0744,1.0419,79.1,1189.4,251.4,26.8,938.0,1141.5,1141.5,203.5,21.7,21.7,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2023-01-08 08:45,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,355.7,355.7,558.0,3153.0,2595.0,269.0,139.0,50.0,0.8333,62.4,Mauddud (MA),137779.0,1.0958,0.4437,20.1,28.95,1.0763,1.0412,84.0,1171.9,252.9,27.52,919.0,1125.6,1125.6,206.6,22.48,22.48,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2023-05-02 08:45,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,469.7,469.7,523.0,3188.0,2665.0,312.0,135.0,50.0,0.8333,57.0,Mauddud (MA),137779.0,1.0958,0.4381,20.91,30.11,1.074,1.0432,78.1,1142.1,331.1,40.83,811.0,1094.8,1094.8,283.8,34.99,34.99,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2023-08-26 07:45,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,585.6,585.6,824.0,,,626.0,128.0,47.0,0.7833,57.6,Mauddud (MA),137779.0,1.0958,0.4387,,,1.0944,1.0515,130.8,,,,608.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=824.0, PDP=nan)"
GC-31,SA-0189_T,2024-01-15 08:30,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,727.7,727.7,735.0,3499.0,2764.0,510.0,131.0,46.0,0.7667,57.9,Mauddud (MA),137779.0,1.0958,0.439,21.64,36.81,1.0881,1.0487,114.8,847.2,158.2,22.96,689.0,807.9,807.9,118.9,17.26,17.26,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2024-05-14 08:45,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,847.7,847.7,1065.0,3357.0,2292.0,504.0,133.0,45.0,0.75,54.4,Mauddud (MA),137779.0,1.0958,0.4353,18.09,32.16,1.1123,1.0621,176.0,976.6,132.6,15.71,844.0,919.5,919.5,75.5,8.95,8.95,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-0189_T,2024-08-28 08:30,REDA (Schlumberger),400 Series (REDA D),D1150N,D1150N,291,7250.0,953.7,953.7,1152.0,3404.0,2252.0,516.0,131.0,45.0,0.75,51.8,Mauddud (MA),137779.0,1.0958,0.4326,17.89,31.8,1.119,1.0677,192.8,986.1,189.1,23.73,797.0,923.5,923.5,126.5,15.87,15.87,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
